timestamp,approach,turn,length_ft,speed_mph,phase,light,seconds_of_light_state,seconds_since_green,recent_free_flow_speed_mph,calibration_free_flow_speed_mph,include_in_approach_data,zone_id
20210213T102205.3,W,S,11,35,2,G,72.62,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T102316.9,W,S,11,24,2,G,143.88,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T102351.0,W,S,11,28,2,G,177.75,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T102428.4,W,S,11,37,2,G,214.99,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T102439.8,W,R,11,11,2,G,226.41,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T102533.2,W,S,11,27,2,G,279.48,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T102712.4,W,S,11,23,2,G,59.78,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T102745.0,W,S,11,18,2,G,92.28,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T102809.0,W,S,11,21,2,G,116.08,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T102857.9,W,S,6,13,2,G,5.55,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103000.8,W,S,11,23,2,G,68.09,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103005.6,W,S,11,8,2,G,72.88,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103002.7,W,S,11,24,2,G,70.00,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103027.8,W,S,11,33,2,G,94.95,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103235.1,W,S,11,30,2,G,60.41,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103249.3,W,S,11,31,2,G,74.62,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103253.2,W,S,11,3,2,G,78.43,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103318.9,W,S,11,31,2,G,103.99,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103535.8,W,S,11,6,2,G,3.47,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103539.6,W,S,11,13,2,G,7.28,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103542.1,W,S,11,15,2,G,9.77,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103630.4,W,S,16,34,2,R,0.10,2.99,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103816.2,W,S,11,8,2,G,3.79,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103911.9,W,S,11,31,2,G,59.24,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103915.7,W,S,12,33,2,R,0.54,3.63,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103913.4,W,S,13,31,2,Y,1.38,1.38,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103940.6,W,S,11,9,2,G,3.43,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T103948.7,W,L,11,3,2,G,11.50,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104100.1,W,S,11,15,2,G,7.86,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104102.5,W,S,11,15,2,G,10.25,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104108.2,W,S,11,19,2,G,15.92,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104105.7,W,S,11,17,2,G,13.42,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104110.1,W,S,11,19,2,G,17.82,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104111.5,W,S,11,21,2,G,19.20,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104159.9,W,R,11,11,2,G,67.41,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104225.5,W,S,11,32,2,G,92.81,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104307.3,W,S,11,36,2,G,134.46,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104354.4,W,S,11,29,2,G,181.29,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104403.8,W,S,12,43,2,G,190.66,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104430.0,W,R,12,12,2,Y,2.67,2.67,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104456.8,W,S,11,10,2,G,4.41,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104500.0,W,S,11,13,2,G,7.56,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104551.8,W,S,11,34,2,G,59.17,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104554.8,W,S,14,30,2,G,62.11,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104559.0,W,S,14,34,2,G,66.32,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104602.1,W,S,11,35,2,G,69.40,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104609.1,W,S,11,26,2,G,76.35,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104613.0,W,S,11,29,2,G,80.24,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104610.6,W,S,11,30,2,G,77.86,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104712.8,W,S,11,31,2,G,139.69,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104720.5,W,S,14,30,2,G,147.43,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104743.5,W,S,11,32,2,G,170.25,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104745.8,W,S,11,34,2,G,172.57,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104747.7,W,S,11,34,2,G,174.51,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104753.3,W,R,11,12,2,G,180.08,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104857.3,W,S,11,15,2,G,4.91,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104904.0,W,S,16,29,2,G,11.63,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104923.1,W,S,11,28,2,G,30.64,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T104954.3,W,S,12,33,2,Y,2.65,2.65,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105020.2,W,S,11,10,2,G,3.51,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105023.5,W,S,6,13,2,G,6.85,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105028.5,W,S,11,19,2,G,11.78,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105113.1,W,S,11,29,2,G,56.22,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105116.2,W,S,11,30,2,G,59.29,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105123.5,W,S,11,34,2,G,66.51,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105125.9,W,S,11,31,2,G,68.92,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105129.5,W,S,11,26,2,G,72.50,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105138.5,W,S,11,28,2,G,81.45,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105156.4,W,S,11,24,2,G,99.27,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105223.7,W,S,12,23,2,G,126.43,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105232.6,W,S,22,33,2,G,135.32,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105238.2,W,S,11,31,2,G,140.88,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105251.4,W,S,11,33,2,G,154.08,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105309.3,W,S,11,31,2,G,171.88,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105352.9,W,S,11,30,2,G,215.20,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105358.1,W,S,13,31,2,G,220.39,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105508.6,W,S,11,36,2,Y,1.34,1.34,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105539.5,W,S,11,15,2,G,7.11,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105536.6,W,S,11,9,2,G,4.21,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105542.7,W,S,11,17,2,G,10.28,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105545.8,W,S,12,17,2,G,13.44,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105658.5,W,S,11,14,2,G,6.11,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105701.0,W,S,11,18,2,G,8.58,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105818.5,W,R,11,14,2,G,3.59,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105825.8,W,S,11,33,2,G,10.89,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105847.8,W,R,11,14,2,G,32.78,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105906.6,W,S,11,24,2,G,51.50,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105936.5,W,S,11,9,2,G,4.18,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105941.8,W,S,11,10,2,G,9.41,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105944.5,W,S,11,14,2,G,12.15,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105947.5,W,S,14,13,2,G,15.06,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105950.7,W,S,11,16,2,G,18.33,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T105953.5,W,S,11,17,2,G,21.08,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110057.0,W,S,11,9,2,G,4.69,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110059.1,W,S,11,10,2,G,6.71,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110103.3,W,S,11,26,2,G,10.90,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110115.4,W,S,11,36,2,G,22.95,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110215.5,W,S,11,33,2,G,82.76,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110305.6,W,S,11,31,2,G,132.60,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110336.9,W,S,11,12,2,G,4.67,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110341.9,W,S,11,16,2,G,9.59,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110344.6,W,S,11,20,2,G,12.28,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110347.5,W,S,11,20,2,G,15.25,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110350.1,W,S,11,21,2,G,17.83,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110353.1,W,S,11,25,2,G,20.82,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110355.8,W,S,11,23,2,G,23.44,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110406.3,W,R,11,14,2,G,33.88,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110455.2,W,S,11,7,2,G,2.84,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110458.5,W,S,11,14,2,G,6.19,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110502.5,W,S,6,17,2,G,10.11,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110505.7,W,S,11,20,2,G,13.32,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110555.8,W,S,17,25,2,G,63.23,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110602.4,W,S,11,30,2,G,69.74,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110617.7,W,S,13,23,2,G,84.95,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110638.3,W,S,11,27,2,G,105.55,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110722.7,W,S,11,25,2,G,149.70,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110736.7,W,S,12,28,2,G,163.57,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110734.9,W,S,11,13,2,G,161.85,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110739.3,W,S,11,32,2,G,166.20,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110744.5,W,S,11,27,2,G,171.40,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110748.5,W,S,11,30,2,G,175.32,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110803.9,W,S,11,30,2,G,190.71,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110817.3,W,S,11,16,2,G,204.07,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110856.8,W,S,11,7,2,G,4.49,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110902.2,W,S,11,14,2,G,9.88,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110859.9,W,S,11,13,2,G,7.55,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111000.0,W,S,11,32,2,G,67.39,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T110958.1,W,S,20,29,2,G,65.45,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111003.6,W,S,11,31,2,G,70.97,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111015.0,W,S,11,26,2,G,82.31,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111022.5,W,S,11,23,2,G,89.75,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111025.2,W,S,11,25,2,G,92.44,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111136.0,W,S,11,6,2,G,3.66,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111142.8,W,R,12,15,2,G,10.39,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111144.6,W,S,11,29,2,G,12.22,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111146.3,W,S,11,35,2,G,13.93,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111240.7,W,R,14,8,2,R,10.32,13.24,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111253.4,W,R,11,11,2,G,1.10,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111257.1,W,S,11,15,2,G,4.74,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111301.8,W,S,11,20,2,G,9.41,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111416.8,W,S,11,7,2,G,4.39,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111420.8,W,S,11,12,2,G,8.31,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111423.3,W,S,11,15,2,G,10.83,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111426.2,W,S,11,18,2,G,13.77,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111429.1,W,R,11,13,2,G,16.59,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111442.3,W,S,13,27,2,G,29.78,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111504.6,W,S,11,17,2,G,52.00,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111516.1,W,S,11,28,2,G,63.44,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111522.1,W,S,11,31,2,G,69.37,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111621.8,W,S,11,37,2,G,128.82,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111656.5,W,S,12,11,2,G,4.18,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111659.6,W,S,11,15,2,G,7.23,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111733.5,W,S,11,24,2,G,41.04,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111743.3,W,S,13,30,2,G,50.77,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111817.8,W,S,11,11,2,G,5.42,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111827.3,W,S,11,18,2,G,14.88,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111819.9,W,S,11,14,2,G,7.51,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111823.8,W,S,11,16,2,G,11.47,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111853.3,W,S,11,21,2,G,40.81,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T111916.6,W,S,11,29,2,G,64.03,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112001.1,W,S,11,37,2,G,108.24,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112034.4,W,S,11,29,2,G,141.42,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112110.8,W,S,11,31,2,G,177.63,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112120.1,W,S,11,26,2,G,186.92,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112221.4,W,S,11,9,2,G,4.76,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112224.7,W,S,11,14,2,G,8.05,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112229.2,W,S,13,26,2,G,12.57,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112244.9,W,S,11,33,2,G,28.15,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112339.5,W,S,11,17,2,G,7.06,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112336.9,W,S,11,12,2,G,4.49,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112341.5,W,S,11,19,2,G,9.03,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112344.2,W,S,11,19,2,G,11.71,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112345.9,W,S,12,19,2,G,13.39,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112353.9,W,S,11,25,2,G,21.39,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112456.6,W,S,11,9,2,G,4.32,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112502.7,W,S,11,34,2,G,10.39,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112505.4,W,S,11,37,2,G,13.04,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112512.9,W,S,11,33,2,G,20.56,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112529.0,W,S,12,28,2,G,36.50,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112616.7,W,S,11,11,2,G,4.43,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112619.8,W,S,11,16,2,G,7.47,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112621.8,W,S,11,14,2,G,9.42,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112625.1,W,S,11,19,2,G,12.72,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112635.5,W,S,11,17,2,G,23.12,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112654.7,W,S,11,28,2,G,42.25,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112726.3,W,S,12,29,2,G,73.62,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112730.6,W,S,11,30,2,G,77.91,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112734.8,W,S,13,28,2,G,82.13,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112739.3,W,S,11,26,2,G,86.62,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112741.2,W,S,11,27,2,G,88.49,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112745.0,W,S,11,26,2,G,92.27,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112747.8,W,S,11,29,2,G,95.01,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112801.8,W,S,11,16,2,G,108.97,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112809.3,W,R,11,12,2,G,116.43,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112815.5,W,S,11,23,2,G,122.62,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112818.6,W,S,11,12,2,G,125.70,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112835.2,W,R,11,8,2,G,142.21,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112837.5,W,S,11,29,2,G,144.53,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112840.4,W,S,11,26,2,G,147.41,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112845.4,W,S,12,30,2,G,152.39,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112848.5,W,S,11,36,2,G,155.47,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112843.4,W,S,11,28,2,G,150.41,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T112854.9,W,R,11,13,2,G,161.83,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113020.7,W,S,11,10,2,G,8.41,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113023.2,W,S,11,14,2,G,10.84,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113159.3,W,S,11,27,2,G,26.79,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113248.8,W,R,16,11,2,R,18.36,21.30,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113256.9,W,S,11,7,2,G,4.61,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113259.3,W,S,11,14,2,G,7.00,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113302.9,W,S,11,17,2,G,10.62,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113306.0,W,S,11,26,2,G,13.62,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113421.4,W,S,11,14,2,G,7.12,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113419.3,W,R,11,8,2,G,4.99,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113535.5,W,S,11,8,2,G,3.10,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113543.3,W,S,12,25,2,G,10.86,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113546.4,W,S,11,24,2,G,13.94,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113611.4,W,S,12,24,2,G,38.81,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113619.2,W,S,11,27,2,G,46.59,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113613.4,W,S,13,21,2,G,40.86,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113629.7,W,S,11,40,2,Y,2.31,2.31,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113656.8,W,S,12,11,2,G,4.50,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113701.2,W,S,11,14,2,G,8.88,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113718.2,W,S,11,29,2,G,25.78,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113749.6,W,S,11,36,2,Y,2.30,2.30,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113816.8,W,S,6,8,2,G,4.55,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113825.5,W,S,11,17,2,G,13.15,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113822.6,W,S,11,15,2,G,10.24,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113827.9,W,S,11,22,2,G,15.60,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113833.0,W,S,14,20,2,G,20.62,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113939.6,W,S,11,19,2,G,7.30,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113936.7,W,S,11,11,2,G,4.39,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113943.9,W,S,11,18,2,G,11.60,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113950.9,W,S,11,19,2,G,18.55,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113953.2,W,S,11,20,2,G,20.88,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113946.1,W,S,11,17,2,G,13.77,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113947.9,W,S,11,21,2,G,15.53,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T113706.9,W,S,11,26,2,G,14.57,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114057.0,W,S,11,8,2,G,4.73,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114103.6,W,S,11,17,2,G,11.30,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114109.5,W,R,11,10,2,G,17.15,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114115.7,W,S,11,15,2,G,23.33,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114112.7,W,S,11,15,2,G,20.32,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114100.3,W,S,11,12,2,G,8.03,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114120.4,W,S,12,20,2,G,28.02,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114118.7,W,S,12,12,2,G,26.30,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114216.6,W,S,11,11,2,G,4.18,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114222.1,W,S,11,29,2,G,9.68,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114229.6,W,S,11,26,2,G,17.13,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114235.2,W,S,11,32,2,G,22.73,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114240.0,W,S,11,26,2,G,27.49,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114249.8,W,S,11,34,2,G,37.24,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
20210213T114349.1,W,S,11,14,2,G,16.77,0.00,30,29,1,ddf9650ce56646da90980b55aabe126c
