timestamp,approach,turn,length_ft,speed_mph,phase,light,seconds_of_light_state,seconds_since_green,recent_free_flow_speed_mph,calibration_free_flow_speed_mph,include_in_approach_data,zone_id
20210213T003528.3,E,S,11,0,2,G,77.80,0.00,24,25,1,2217bc97870244759f8eba861db01001
20210213T003534.1,E,S,14,2,2,G,83.58,0.00,24,25,1,2217bc97870244759f8eba861db01001
20210213T072713.5,E,S,11,20,2,G,140.69,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T074052.9,E,S,11,0,2,G,0.10,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T103138.7,E,S,20,6,2,G,4.31,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T103823.7,E,S,11,22,2,G,11.28,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T111552.3,E,R,11,13,2,G,99.46,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T120917.8,E,S,27,32,2,G,25.26,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T122906.4,E,S,11,31,2,G,8.82,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T123944.6,E,S,19,23,2,G,12.16,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T132316.1,E,S,11,12,2,G,63.28,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T150104.4,E,S,11,11,2,G,6.80,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T153054.4,E,S,6,24,2,G,121.32,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T155144.3,E,S,6,20,2,G,10.31,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T163744.4,E,S,6,24,2,G,7.82,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T165816.3,E,S,6,8,2,G,8.23,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T170458.1,E,S,17,10,2,G,16.03,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T182351.9,E,S,14,14,2,G,7.80,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T183409.1,E,S,13,15,2,G,16.14,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T193700.3,E,S,11,13,2,G,8.75,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T200721.5,E,S,11,23,2,G,48.76,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T211458.3,E,S,11,25,2,G,41.19,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T221830.6,E,S,11,28,2,G,0.69,0.00,25,25,1,2217bc97870244759f8eba861db01001
20210213T003205.9,W,S,11,0,2,G,1.99,0.00,23,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T003959.2,W,S,11,6,2,G,124.47,0.00,23,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T011727.3,W,S,11,30,2,G,114.73,0.00,23,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T013458.7,W,S,11,33,2,G,204.91,0.00,23,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T020049.3,W,S,11,9,2,G,71.04,0.00,23,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T033929.2,W,S,18,40,2,G,315.82,0.00,23,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T042851.7,W,S,18,38,2,G,79.42,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T125906.3,W,R,6,2,2,G,53.65,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T125939.8,W,S,11,36,2,G,86.91,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T131216.4,W,S,11,7,2,G,43.68,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T140124.8,W,S,11,5,2,G,29.09,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T152340.6,W,S,11,4,2,G,3.12,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T181421.9,W,S,11,9,2,G,5.22,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T192105.8,W,S,11,10,2,G,6.27,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T193145.7,W,S,17,6,2,G,4.18,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T200127.3,W,S,11,15,2,G,162.77,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T203502.8,W,S,53,9,2,G,53.94,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T212324.5,W,S,11,7,2,G,6.10,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T234938.3,W,S,11,15,2,G,8.32,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T235523.5,W,S,17,7,2,G,3.88,0.00,25,19,1,2946dd5061f14736b864dcf9c4c783b3
20210213T012130.3,W,L,44,17,0,PG,204468.30,204473.30,13,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T015600.9,W,L,11,17,0,PG,206528.49,206533.49,13,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T033928.5,W,S,36,37,0,PG,212705.17,212710.17,13,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T070311.7,W,S,11,17,0,PG,224867.34,224872.34,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T071131.8,W,S,11,20,0,PG,225364.98,225369.98,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T072712.2,W,L,14,16,0,PG,226300.64,226305.64,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T085243.1,W,L,11,15,0,PG,231405.97,231410.97,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T085518.0,W,L,11,15,0,PG,231560.05,231565.05,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T085520.5,W,L,11,15,0,PG,231562.46,231567.46,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T085524.2,W,L,11,15,0,PG,231566.19,231571.19,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T091238.6,W,L,11,13,0,PG,232595.47,232600.47,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T092941.4,W,L,12,15,0,PG,233613.17,233618.17,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T100158.0,W,L,11,11,0,PG,235540.35,235545.35,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T101215.6,W,L,11,15,0,PG,236154.93,236159.93,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T111605.6,W,L,11,14,0,PG,239966.31,239971.31,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T111800.2,W,L,11,12,0,PG,240080.45,240085.45,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T115749.2,W,L,13,15,0,PG,242458.06,242463.06,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T122451.2,W,L,11,14,0,PG,244072.45,244077.45,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T122455.6,W,L,11,10,0,PG,244076.76,244081.76,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T122714.4,W,L,12,14,0,PG,244214.91,244219.91,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T123646.5,W,L,11,0,0,PG,244784.45,244789.45,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T125912.5,W,L,13,16,0,PG,246123.99,246128.99,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T130846.8,W,S,13,19,0,PG,246695.68,246700.68,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T133702.7,W,L,12,16,0,PG,248383.40,248388.40,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T133714.9,W,L,11,18,0,PG,248395.53,248400.53,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T135250.1,W,L,11,20,0,PG,249326.38,249331.38,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T140831.2,W,L,11,16,0,PG,250262.92,250267.92,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T144239.7,W,L,11,10,0,PG,252301.67,252306.67,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T144407.8,W,L,11,12,0,PG,252389.40,252394.40,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T144518.1,W,L,11,19,0,PG,252459.35,252464.35,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T144605.8,W,L,22,11,0,PG,252506.86,252511.86,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T144605.0,W,L,12,10,0,PG,252506.04,252511.04,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T145121.8,W,L,11,14,0,PG,252821.34,252826.34,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T145259.9,W,L,11,11,0,PG,252919.03,252924.03,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T145508.2,W,L,11,11,0,PG,253046.70,253051.70,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T150032.4,W,L,11,14,0,PG,253369.34,253374.34,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T150610.9,W,L,11,9,0,PG,253706.23,253711.23,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T162738.2,W,S,11,16,0,PG,258570.39,258575.39,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T163727.3,W,L,11,10,0,PG,259156.69,259161.69,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T163725.8,W,L,11,13,0,PG,259155.19,259160.19,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T164433.7,W,L,11,13,0,PG,259581.11,259586.11,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T164551.9,W,L,11,12,0,PG,259658.88,259663.88,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T165215.9,W,L,11,14,0,PG,260041.04,260046.04,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T165728.7,W,L,11,16,0,PG,260352.44,260357.44,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T171224.1,W,L,15,11,0,PG,261243.60,261248.60,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T172135.3,W,L,11,10,0,PG,261792.27,261797.27,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T173408.2,W,L,11,14,0,PG,262541.50,262546.50,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T174422.7,W,L,11,12,0,PG,263153.04,263158.04,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T175853.1,W,L,11,14,0,PG,264019.18,264024.18,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T180756.7,W,L,18,8,0,PG,264560.20,264565.20,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T180755.8,W,L,11,11,0,PG,264559.25,264564.25,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T181721.8,W,L,23,16,0,PG,265122.52,265127.52,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T182741.9,W,L,11,14,0,PG,265739.69,265744.69,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T182847.2,W,L,11,13,0,PG,265804.73,265809.73,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T183233.8,W,L,11,17,0,PG,266030.20,266035.20,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T183147.2,W,L,12,12,0,PG,265983.82,265988.82,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T184152.9,W,L,11,12,0,PG,266586.70,266591.70,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T184714.7,W,S,11,14,0,PG,266906.88,266911.88,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T190541.5,W,S,11,10,0,PG,268008.23,268013.23,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T191946.2,W,R,11,9,0,PG,268848.67,268853.67,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T192430.9,W,L,11,16,0,PG,269131.95,269136.95,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T192534.8,W,L,12,14,0,PG,269195.53,269200.53,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T192859.7,W,S,17,15,0,PG,269399.41,269404.41,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T194025.2,W,L,11,12,0,PG,270081.46,270086.46,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T195800.7,W,L,11,17,0,PG,271131.63,271136.63,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T200249.5,W,S,11,14,0,PG,271418.98,271423.98,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T201107.8,W,L,11,12,0,PG,271914.88,271919.88,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T201532.4,W,L,11,13,0,PG,272178.16,272183.16,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T202715.5,W,L,17,14,0,PG,272877.65,272882.65,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T203016.0,W,L,13,12,0,PG,273057.31,273062.31,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T205438.9,W,S,11,19,0,PG,274512.87,274517.87,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T205909.7,W,S,17,12,0,PG,274782.32,274787.32,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T211743.2,W,L,11,12,0,PG,275890.31,275895.31,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T211926.1,W,S,17,19,0,PG,275992.59,275997.59,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T212902.9,W,S,11,15,0,PG,276566.57,276571.57,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T213127.1,W,S,11,13,0,PG,276709.97,276714.97,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T221533.4,W,L,11,13,0,PG,279343.04,279348.04,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T222343.9,W,L,11,9,0,PG,279831.10,279836.10,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T224330.2,W,S,11,17,0,PG,281011.50,281016.50,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T230707.6,W,S,11,19,0,PG,282421.83,282426.83,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T230710.6,W,S,16,19,0,PG,282424.82,282429.82,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T230752.5,W,S,13,18,0,PG,282466.50,282471.50,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T230754.2,W,R,11,14,0,PG,282468.19,282473.19,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T231709.8,W,S,16,16,0,PG,283020.99,283025.99,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T234919.4,W,S,15,2,0,PG,284940.99,284945.99,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T235431.2,W,L,11,16,0,PG,285251.35,285256.35,14,14,1,31c4b2dcb0e24fdb9df7b076699ab208
20210213T000150.0,E,S,11,19,2,G,18.22,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T000347.7,E,S,11,58,2,G,135.31,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T001329.0,E,S,17,6,2,G,68.45,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T001431.2,E,S,11,22,2,G,130.34,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T001442.9,E,S,12,26,2,G,141.99,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T004141.6,E,S,11,28,2,G,226.38,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T010339.3,E,S,17,51,2,G,18.31,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T010445.8,E,S,11,5,2,G,3.58,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T010525.1,E,S,11,17,2,G,42.68,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T013508.5,E,S,11,62,2,G,214.60,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T022311.9,E,S,17,61,2,G,160.90,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T023031.8,E,S,11,65,2,G,598.60,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T023322.6,E,S,11,29,2,G,768.54,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T023318.5,E,S,11,29,2,G,764.46,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T024054.0,E,S,13,49,2,G,180.88,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T025754.3,E,S,11,27,2,G,119.30,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T025954.9,E,S,11,40,2,G,239.30,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T030505.7,E,S,11,18,2,G,548.52,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T030549.8,E,S,12,19,2,G,592.40,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T030749.0,E,S,17,25,2,G,711.02,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T031058.8,E,S,11,27,2,G,899.88,0.00,25,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T040627.5,E,S,11,34,2,G,1366.90,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T040820.2,E,S,11,58,2,G,1479.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T040928.9,E,S,11,23,2,G,1547.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T042335.3,E,S,18,59,2,G,2389.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T044329.6,E,S,13,34,2,G,953.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T045937.0,E,S,17,26,2,G,4.98,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T052351.0,E,S,17,63,2,G,576.08,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T055045.0,E,S,11,39,2,G,192.01,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T061608.9,E,S,11,23,2,G,274.91,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T064254.8,E,S,15,51,2,G,122.09,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T065312.3,E,S,11,54,2,G,20.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T070928.2,E,S,15,59,2,G,513.57,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T071018.2,E,S,11,56,2,G,563.32,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T072702.2,E,S,13,9,2,G,129.45,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T072713.3,E,S,11,19,2,G,140.49,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T072946.7,E,S,13,31,2,G,293.14,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T073719.2,E,S,11,26,2,G,743.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T073905.9,E,S,14,17,2,G,849.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T073953.6,E,S,12,20,2,G,21.40,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074055.2,E,S,11,0,2,G,2.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074122.7,E,S,11,24,2,G,29.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074126.3,E,S,11,21,2,G,33.29,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074325.3,E,S,11,17,2,G,151.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074342.8,E,S,11,31,2,G,169.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074344.2,E,S,14,23,2,G,170.56,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074516.5,E,S,11,25,2,G,262.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074706.8,E,S,11,25,2,G,372.08,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074747.5,E,S,11,15,2,G,15.18,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T074856.0,E,S,11,0,2,G,3.89,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075014.7,E,S,11,10,2,G,82.15,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075214.2,E,S,13,16,2,G,201.11,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075241.7,E,S,14,33,2,G,228.40,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075505.7,E,S,11,27,2,G,371.71,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075506.0,E,S,15,27,2,G,372.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075540.7,E,R,13,2,2,G,406.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075807.7,E,S,13,34,2,G,552.83,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075822.4,E,S,11,28,2,G,567.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075909.5,E,S,15,29,2,G,614.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075913.2,E,S,11,30,2,G,618.01,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T075921.5,E,S,14,26,2,G,626.25,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T080341.5,E,S,11,21,2,G,88.85,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T080528.3,E,S,11,36,2,G,195.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T080855.2,E,S,12,0,2,G,2.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T080635.2,E,R,11,18,2,G,261.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T081122.0,E,R,12,7,2,R,11.85,14.61,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T081255.9,E,S,12,6,2,G,3.75,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T081305.1,E,S,13,22,2,G,12.85,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T081358.4,E,S,11,16,2,G,65.88,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T081356.3,E,S,12,23,2,G,63.79,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T081455.7,E,S,11,34,2,G,122.94,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T081456.9,E,S,12,39,2,G,124.08,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T081644.9,E,S,14,19,2,G,231.60,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T081715.8,E,S,11,35,2,G,262.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082007.0,E,S,13,28,2,G,114.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082032.5,E,S,12,30,2,G,139.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082107.6,E,S,11,27,2,G,174.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082213.5,E,S,11,23,2,G,240.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082313.2,E,S,11,26,2,G,299.51,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082424.4,E,S,12,21,2,G,370.36,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082428.6,E,S,11,31,2,G,374.54,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082431.5,E,S,12,31,2,G,377.47,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082433.6,E,S,13,18,2,G,379.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082453.3,E,S,14,25,2,G,399.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082622.0,E,S,11,23,2,G,487.46,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082632.6,E,S,11,24,2,G,497.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082635.9,E,S,11,31,2,G,501.29,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082724.9,E,S,12,30,2,G,550.00,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082824.7,E,S,15,26,2,G,609.53,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T082929.0,E,S,12,20,2,G,673.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083029.1,E,S,11,30,2,G,733.24,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083038.8,E,S,11,36,2,G,742.90,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083234.3,E,S,11,44,2,G,857.86,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083234.9,E,S,11,35,2,G,858.51,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083349.3,E,S,11,29,2,G,932.53,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083349.6,E,S,11,18,2,G,932.77,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083350.1,E,S,15,28,2,G,933.33,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083353.2,E,S,11,23,2,G,936.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083750.4,E,S,11,26,2,G,57.95,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083746.7,E,S,12,28,2,G,54.25,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T083850.3,E,S,11,25,2,G,117.62,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T084358.3,E,S,12,32,2,G,185.14,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T084455.2,E,S,14,6,2,G,2.94,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T084459.4,E,S,6,13,2,G,7.11,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T084537.4,E,S,11,34,2,G,44.90,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
